antecedent,consequent,support,confidence,lift,itemset_size,min_support,min_confidence,min_lift,parameter_set,rule_id
berries,yogurt,0.0115,0.3362,2.3809,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000422
berries,other vegetables,0.0107,0.3149,1.6348,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000423
butter,other vegetables,0.0211,0.3796,1.9706,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000424
ham,whole milk,0.0119,0.4432,1.7037,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000425
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000426
beef,whole milk,0.0221,0.4282,1.6457,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000427
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000428
pork,other vegetables,0.0205,0.3672,1.9063,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000429
hamburger meat,other vegetables,0.0138,0.4025,2.0898,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000430
cream cheese,other vegetables,0.0125,0.3233,1.6785,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000431
curd,whole milk,0.0264,0.4919,1.8907,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000432
cream cheese,yogurt,0.0122,0.3158,2.2365,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000433
onions,whole milk,0.0115,0.393,1.5107,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000434
curd,yogurt,0.0173,0.3216,2.2778,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000435
chicken,whole milk,0.0179,0.4241,1.6302,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000436
hard cheese,whole milk,0.0105,0.4186,1.609,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000437
pip fruit,other vegetables,0.0247,0.336,1.7442,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000438
domestic eggs,other vegetables,0.0231,0.3614,1.876,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000439
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000440
whipped/sour cream,other vegetables,0.0273,0.3868,2.0083,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000441
frozen vegetables,other vegetables,0.0174,0.3647,1.8936,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000442
citrus fruit,other vegetables,0.0289,0.3384,1.757,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000443
sliced cheese,whole milk,0.0115,0.4731,1.8183,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000444
hamburger meat,whole milk,0.0154,0.4492,1.7264,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000445
butter milk,other vegetables,0.0103,0.3757,1.9503,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000446
butter milk,whole milk,0.0122,0.4444,1.7083,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000447
beef,root vegetables,0.0171,0.3324,3.0838,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000448
curd,other vegetables,0.0167,0.3108,1.6136,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000449
rolls/buns;tropical fruit,whole milk,0.0112,0.4451,1.7108,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000450
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000451
whole milk;fruit/vegetable juice,other vegetables,0.0113,0.4041,2.0981,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000452
rolls/buns;other vegetables,whole milk,0.0176,0.4246,1.6319,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000453
rolls/buns;whole milk,other vegetables,0.0176,0.3087,1.6025,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000454
other vegetables;bottled water,whole milk,0.0107,0.4302,1.6537,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000455
whole milk;bottled water,other vegetables,0.0107,0.3083,1.6007,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000456
rolls/buns;yogurt,whole milk,0.0157,0.4481,1.7225,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000457
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000458
whole milk;tropical fruit,yogurt,0.0148,0.3505,2.4825,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000459
tropical fruit;yogurt,whole milk,0.0148,0.4951,1.9032,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000460
whole milk;whipped/sour cream,yogurt,0.011,0.3408,2.4137,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000461
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000462
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000463
whole milk;yogurt,other vegetables,0.0225,0.3964,2.058,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000464
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000465
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000466
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000467
butter;whole milk,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000468
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000469
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000470
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000471
whole milk;tropical fruit,other vegetables,0.016,0.378,1.9624,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000472
soda;other vegetables,whole milk,0.0148,0.4435,1.7046,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000473
soda;whole milk,other vegetables,0.0148,0.3579,1.858,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000474
rolls/buns;yogurt,other vegetables,0.0107,0.3071,1.5941,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000475
other vegetables;tropical fruit,yogurt,0.0118,0.3347,2.3705,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000476
tropical fruit;yogurt,other vegetables,0.0118,0.3932,2.0413,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000477
other vegetables;tropical fruit,root vegetables,0.0113,0.3223,2.9903,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000478
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000479
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000480
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000481
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000482
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000483
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000484
whole milk;curd,yogurt,0.01,0.3791,2.685,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000485
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000486
bottled water;yogurt,whole milk,0.01,0.4259,1.6371,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000487
root vegetables;yogurt,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000488
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000489
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000490
pip fruit;other vegetables,whole milk,0.0122,0.4941,1.8992,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000491
pip fruit;whole milk,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000492
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000493
whole milk;frozen vegetables,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000494
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000495
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000496
rolls/buns;root vegetables,other vegetables,0.0122,0.497,2.5804,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000497
citrus fruit;other vegetables,whole milk,0.0131,0.4523,1.7383,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000498
citrus fruit;whole milk,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000499
pastry;other vegetables,whole milk,0.0113,0.4906,1.8856,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000500
pastry;whole milk,other vegetables,0.0113,0.3237,1.6803,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000501
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000502
whole milk;sausage,other vegetables,0.011,0.3439,1.7853,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000503
citrus fruit;whole milk,yogurt,0.0106,0.3318,2.35,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000504
citrus fruit;yogurt,whole milk,0.0106,0.474,1.822,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000505
whole milk;sausage,rolls/buns,0.0102,0.3167,1.7075,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000506
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000507
rolls/buns;sausage,soda,0.0102,0.3349,1.9071,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000508
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000509
whole milk;curd,other vegetables,0.0103,0.3901,2.0253,3,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000510
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000511
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000512
onions,other vegetables,0.0129,0.4428,2.2987,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000513
meat,whole milk,0.0112,0.4254,1.6351,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000514
sugar,whole milk,0.0148,0.4454,1.712,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000515
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000516
pork,whole milk,0.0225,0.4036,1.5515,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000517
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000518
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000519
chicken,other vegetables,0.0177,0.4207,2.184,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000520
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000521
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000522
margarine,whole milk,0.0259,0.4248,1.6329,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000523
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000524
cream cheese,whole milk,0.0161,0.4173,1.6039,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000525
ham,whole milk,0.0119,0.4432,1.7037,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000526
beef,whole milk,0.0221,0.4282,1.6457,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000527
hamburger meat,other vegetables,0.0138,0.4025,2.0898,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000528
curd,whole milk,0.0264,0.4919,1.8907,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000529
chicken,whole milk,0.0179,0.4241,1.6302,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000530
hard cheese,whole milk,0.0105,0.4186,1.609,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000531
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000532
sliced cheese,whole milk,0.0115,0.4731,1.8183,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000533
hamburger meat,whole milk,0.0154,0.4492,1.7264,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000534
butter milk,whole milk,0.0122,0.4444,1.7083,2,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000535
rolls/buns;tropical fruit,whole milk,0.0112,0.4451,1.7108,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000536
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000537
whole milk;fruit/vegetable juice,other vegetables,0.0113,0.4041,2.0981,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000538
rolls/buns;other vegetables,whole milk,0.0176,0.4246,1.6319,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000539
other vegetables;bottled water,whole milk,0.0107,0.4302,1.6537,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000540
rolls/buns;yogurt,whole milk,0.0157,0.4481,1.7225,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000541
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000542
tropical fruit;yogurt,whole milk,0.0148,0.4951,1.9032,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000543
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000544
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000545
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000546
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000547
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000548
butter;whole milk,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000549
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000550
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000551
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000552
soda;other vegetables,whole milk,0.0148,0.4435,1.7046,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000553
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000554
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000555
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000556
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000557
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000558
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000559
bottled water;yogurt,whole milk,0.01,0.4259,1.6371,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000560
root vegetables;yogurt,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000561
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000562
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000563
pip fruit;other vegetables,whole milk,0.0122,0.4941,1.8992,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000564
pip fruit;whole milk,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000565
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000566
whole milk;frozen vegetables,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000567
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000568
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000569
rolls/buns;root vegetables,other vegetables,0.0122,0.497,2.5804,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000570
citrus fruit;other vegetables,whole milk,0.0131,0.4523,1.7383,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000571
citrus fruit;whole milk,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000572
pastry;other vegetables,whole milk,0.0113,0.4906,1.8856,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000573
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000574
citrus fruit;yogurt,whole milk,0.0106,0.474,1.822,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000575
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000576
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.4,0.5,s0.01_c0.4_l0.5,apriori_all_000577
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000578
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000579
onions,other vegetables,0.0129,0.4428,2.2987,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000580
meat,whole milk,0.0112,0.4254,1.6351,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000581
sugar,whole milk,0.0148,0.4454,1.712,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000582
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000583
pork,whole milk,0.0225,0.4036,1.5515,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000584
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000585
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000586
chicken,other vegetables,0.0177,0.4207,2.184,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000587
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000588
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000589
margarine,whole milk,0.0259,0.4248,1.6329,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000590
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000591
cream cheese,whole milk,0.0161,0.4173,1.6039,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000592
ham,whole milk,0.0119,0.4432,1.7037,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000593
beef,whole milk,0.0221,0.4282,1.6457,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000594
hamburger meat,other vegetables,0.0138,0.4025,2.0898,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000595
curd,whole milk,0.0264,0.4919,1.8907,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000596
chicken,whole milk,0.0179,0.4241,1.6302,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000597
hard cheese,whole milk,0.0105,0.4186,1.609,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000598
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000599
sliced cheese,whole milk,0.0115,0.4731,1.8183,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000600
hamburger meat,whole milk,0.0154,0.4492,1.7264,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000601
butter milk,whole milk,0.0122,0.4444,1.7083,2,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000602
rolls/buns;tropical fruit,whole milk,0.0112,0.4451,1.7108,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000603
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000604
whole milk;fruit/vegetable juice,other vegetables,0.0113,0.4041,2.0981,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000605
rolls/buns;other vegetables,whole milk,0.0176,0.4246,1.6319,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000606
other vegetables;bottled water,whole milk,0.0107,0.4302,1.6537,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000607
rolls/buns;yogurt,whole milk,0.0157,0.4481,1.7225,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000608
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000609
tropical fruit;yogurt,whole milk,0.0148,0.4951,1.9032,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000610
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000611
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000612
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000613
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000614
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000615
butter;whole milk,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000616
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000617
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000618
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000619
soda;other vegetables,whole milk,0.0148,0.4435,1.7046,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000620
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000621
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000622
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000623
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000624
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000625
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000626
bottled water;yogurt,whole milk,0.01,0.4259,1.6371,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000627
root vegetables;yogurt,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000628
